artist,album,track_name,track_id,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Milkz,year one,pine tree,6Ug1rp2QTukSM5L2BiTiSt,0.957,0.837,0.25,10,-13.85,1,0.0586,0.874,0.069,0.775,78.961,85063,4
GentleBeatz,"Beatherapy, Vol. 1",Silent Thoughts,0fFFIADwjNsAbMkeOyS7fC,0.742,0.917,0.0289,5,-19.615,0,0.0466,0.891,0.363,0.198,126.011,164911,4
Flughand,lauanta,lauanta,4pzOK0biT5JAeUx3k9a3DU,0.815,0.676,0.181,2,-12.149,1,0.156,0.869,0.107,0.901,82.06,109760,4
Smoke Trees,Dezembro,Dezembro,6I9Aqxz31yHHUIZqsn40Mp,0.721,0.672,0.0936,4,-11.191,1,0.118,0.923,0.109,0.905,80.018,120021,4
Various Artists,Fear And Loathing In Beats,Slipher,5ktAPhEYYRxRL7BzrTIwp0,0.803,0.676,0.264,9,-13.634,0,0.377,0.928,0.0959,0.426,159.961,126008,4
Lofty,songs from my hard drive,"to dad, my #1 fan",4XoaUp64bkQEtrSftCBw0h,0.895,0.706,0.137,3,-18.743,1,0.0578,0.702,0.251,0.294,89.961,85333,4
mell-ø,After Thoughts,Mañana,1RLYXksfThNNMF0yNDe3SM,0.889,0.547,0.125,3,-19.308,1,0.0639,0.843,0.116,0.0961,144.038,114167,4
Various Artists,Summer Breeze,Sleep by the Waves,03pd9j9czxa7ydTLcnteP7,0.93,0.631,0.0341,9,-11.791,1,0.0514,0.926,0.101,0.291,78.997,128551,3
mt. fujitive,honshu island,lullabies,7zXWaCJa0THIqVnRRCn0sB,0.973,0.599,0.102,2,-22.749,1,0.031,0.91,0.0688,0.0396,127.152,105640,4
Arbour,Interstellar,Interstellar,7BEA0aIXF1nTvOK9zVcVkm,0.525,0.621,0.157,11,-15.226,1,0.1,0.82,0.11,0.124,74.992,164800,4
Various Artists,"Hip Dozer, Vol. 3",El Manaba,6MwN6feVdE1qMsl6RwlxyG,0.648,0.714,0.124,3,-11.168,0,0.165,0.816,0.104,0.65,93.099,136413,4
TABAL,Long Distance,Long Distance,5I4dEOKXlVJ1sPnl0pafJN,0.833,0.777,0.352,6,-12.596,1,0.053,0.56,0.103,0.198,85.006,114137,4
Aso,Inside All Day,Inside All Day,6SM9wXpzMbD0Sivei8dOUm,0.624,0.67,0.0876,1,-22.869,0,0.215,0.884,0.104,0.345,84.837,146000,3
Rzuma,Nightshift,Nightshift,6vMepro0Rb70ABFgipiwkg,0.854,0.751,0.194,1,-12.887,1,0.124,0.943,0.061,0.375,80.031,114006,3
goosetaf,Verdant,Verdant,6xLcUDukZJiqbnQrYQCHX3,0.568,0.406,0.33,11,-9.975,0,0.0478,0.833,0.12,0.201,96.444,147692,3
jhfly,sounds and things,sheets,4ykmUSKb21fgG5DOosLHIf,0.496,0.75,0.54,3,-8.122,0,0.0993,0.89,0.158,0.313,77.965,127616,1
StackOne,Parallax,Aconitum,38lWgLPBoLVEwqk7XZkEPI,0.354,0.87,0.0771,3,-11.955,1,0.228,0.921,0.113,0.767,79.01,145854,1
Cat Paw,Balance,Balance,4jv7YxKO7S6M3Qj4Dun8sZ,0.915,0.755,0.206,7,-14.71,1,0.0537,0.929,0.095,0.374,79.96,108023,4
Axian,Sunsets,Sunsets,38DSaNjSGQv6lMC9oMBPXK,0.35,0.674,0.477,9,-8.523,1,0.272,0.883,0.116,0.502,157.866,151899,4
Ambulo,It Is What It Is,It Is What It Is,2PovacXTkUKb845A3DX32f,0.602,0.696,0.272,9,-10.94,0,0.0629,0.925,0.125,0.187,146.287,93904,4
Ky akasha,Sweet Dystopia,New Era,25mqI6rsSCZC94aNdl1Liv,0.524,0.625,0.265,10,-19.886,1,0.125,0.869,0.123,0.505,160.017,160021,4
chief.,late nights,drive slow,3swGujSWpjmHUwGxsDdLUn,0.948,0.814,0.148,9,-12.817,1,0.187,0.601,0.0801,0.309,77.06,99740,4
Delayde,finding solitude,amber,7svJ308NOS6EMHd7D1YZnw,0.424,0.928,0.305,11,-16.385,0,0.223,0.734,0.0792,0.234,133.98,117761,4
Philanthrope,"Birds of a Feather, Vol. 1","Blue, Pt. 2",6CKVOCBmSMmIb6MHKEVObk,0.642,0.561,0.195,8,-10.134,1,0.0804,0.861,0.109,0.495,79.055,115446,4
jhfly,remedy,slopes,4tmf9ejt5L63vCC0MdPUxz,0.628,0.774,0.0677,2,-12.143,0,0.103,0.968,0.104,0.842,57.736,97482,4
aimless,beats from 2017,old habits,5vI43dLZ4bVYU9Fw6eohQx,0.962,0.5,0.424,1,-11.09,0,0.935,0.686,0.18,0.414,155.342,68000,4
Savages,hEARTHbeats,Sunshower,2YqMlJt2RmgNSy0ECKzHGX,0.508,0.578,0.219,3,-10.751,1,0.502,0.893,0.103,0.735,184.845,135717,4
Various Artists,Chillhop Essentials Spring 2019,Sunsets,3EB629GKclrdBBMJStxs6y,0.923,0.653,0.265,9,-17.225,1,0.297,0.944,0.114,0.431,82.995,177312,4
Flughand,Gudina,Snug,3LfI72nJtuf2T24vIPTuXK,0.964,0.75,0.126,3,-12.691,0,0.137,0.949,0.109,0.278,51.998,89006,3
j'san,i feel serene,i feel serene,0mQUL6szu3u8NVkURMtrel,0.745,0.682,0.44,1,-10.787,1,0.0469,0.71,0.142,0.113,129.963,78462,4
jrd.,Guidance EP,Dusty,5QaLRL7LYZR3g45N8Zp5dM,0.856,0.685,0.0332,1,-15.221,0,0.0739,0.502,0.0975,0.571,168.013,104464,4
Kupla,Memories,Silver Lining,3Di6jTtZPVgsusCKFTw89m,0.911,0.388,0.276,0,-11.549,1,0.0532,0.29,0.126,0.0935,156.069,137423,4
Univok,Blue Vanilla,Blue Vanilla,2imRcJGHIM75cCyG9Xw49K,0.508,0.642,0.289,9,-14.787,1,0.0338,0.898,0.724,0.33,148.022,147245,4
Brenky,Loose,Magnet You,7e4zDMeTqcAjul8xsgVdn3,0.617,0.665,0.0605,0,-24.091,0,0.227,0.665,0.102,0.83,72.121,108333,4
Idealism,rainy evening ep,nagashi,1BRyH920lLo9KrMqq46Vfi,0.862,0.734,0.357,10,-8.727,1,0.0435,0.915,0.134,0.648,85.006,109948,4
Brenky,Loose,Outta Here,2kYkOa6aInCOWK4dU8NfkA,0.895,0.674,0.0634,0,-22.445,0,0.171,0.93,0.106,0.214,69.958,110857,4
chief.,coffee,no mail today,49WbNgsmIAHqJCo366VWjG,0.863,0.773,0.0787,8,-21.124,0,0.468,0.306,0.331,0.566,148.212,116757,4
Brenky,Satiata,Descent,13hH8QKqKsT9ZlKvxeCJxU,0.793,0.528,0.046,7,-22.189,0,0.0459,0.517,0.115,0.134,140.122,108571,4
Kasper Lindmark,i need you friend,hearts that melt,7LPLcfyDuZgOoaYu50lFRy,0.847,0.728,0.0793,9,-24.352,1,0.0747,0.891,0.177,0.219,76.027,126324,4
Dweeb,[Untitled] VI,Syrup,4OfB6dy0mjs56CYTlLI7Oe,0.754,0.679,0.172,0,-13.146,1,0.0441,0.938,0.107,0.223,86.998,66207,4
jhfly,jhfly,intro,1vY9DLq628ERmpRUI15uII,0.296,0.807,0.494,9,-10.572,0,0.143,0.0893,0.0648,0.252,78.005,152404,4
charlie toØ human,"Morning Joints, Vol. 1",Monday Morning 5/1/2017,0PfWOlVagagodEyMchjRh1,0.898,0.636,0.347,9,-13.146,0,0.0844,0.83,0.106,0.628,89.891,125269,4
Hazy Year,Magnolia,Magnolia,0VnLE6ylT36DroSjx1eg2K,0.842,0.666,0.35,5,-14.616,1,0.0722,0.946,0.0817,0.113,79.998,160500,4
Various Artists,LA FAMILIA PT. 1,Ice,3OpQVwRE5b8DpCEo0iPKTH,0.811,0.749,0.29,9,-13.336,1,0.326,0.909,0.104,0.88,83.092,107651,4
Saiko,Breezin',Tropicana,0Xfqo7dbmU4X5t6y8WCbo0,0.742,0.582,0.224,10,-11.272,1,0.261,0.896,0.118,0.682,79.315,114930,4
E I S U,Alone,Alone,4btwykKYxXqQZr99tufVRX,0.955,0.346,0.323,2,-11.27,1,0.0573,0.65,0.305,0.173,203.217,141153,4
Pandrezz,Sketches,North Sea,4ptxUvdAyTOfFUFP83nKTU,0.613,0.7,0.434,6,-11.546,0,0.612,0.621,0.109,0.0938,151.926,106098,4
Pandrezz,Sketches,Sketches,2sDwMd2WIrVn81u9lCQaU9,0.6,0.735,0.411,10,-10.249,1,0.0634,0.938,0.112,0.354,158.177,92289,4
Pandrezz,Sketches,Garden,7eyqqiXlFXkjl6i3saJuVO,0.887,0.458,0.165,8,-15.471,0,0.0673,0.119,0.164,0.157,75.866,92350,3
Various Artists,Chillhop Essentials Winter 2017,pianos,0IDToYzep0msYZcYL3NINn,0.662,0.624,0.404,9,-10.891,0,0.347,0.886,0.42,0.585,79.903,125348,4
Elijah Who,new feelings,-3 u,6ZaPpn0Wev0DEsrUv87ctJ,0.599,0.487,0.415,5,-6.837,0,0.236,0.26,0.0994,0.83,77.85,130377,4
Elijah Who,new feelings,so far away,1JYz22iCqxPxozNspW2bWu,0.915,0.757,0.163,0,-14.82,1,0.0429,0.782,0.329,0.631,149.993,129045,4
