artist,album,track_name,track_id,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Resist The Thought,Sovereignty,Resurrect The Reaper,1OAvfHlvRnRfRuvmkdMsXL,0.00095,0.381,0.993,5,-3.743,1,0.232,0.00695,0.151,0.105,108.607,176114,3
All Shall Perish,The Price Of Existence,There Is No Business To Be Done On A Dead Planet,4omPJVp5fkfLZEZZ4zoFJV,7.47e-05,0.57,0.981,0,-2.091,0,0.127,0.882,0.0568,0.127,109.96,181551,4
Ringworm,Hammer of the Witch (Deluxe Version),Dawn of Decay,6TnGaINykO7Pwv6NJv3irr,5.34e-05,0.456,0.993,4,-4.85,0,0.236,0.000713,0.96,0.035,100.969,198004,4
Tormention,Chaotic Delusions,Burn,1yHUcfXLBfqqi6jm8xkKOt,7.42e-05,0.38,0.997,6,-5.449,1,0.118,0.715,0.371,0.0359,160.053,222050,4
Shadow of Intent,Primordial,The Prelude to Bereavement,0V0IjRWO63CyI9YD4DgcTZ,0.00079,0.418,0.901,5,-5.043,1,0.0868,0.857,0.186,0.0899,110.036,350714,4
Acrania,Totalitarian Dystopia,Susceptible to Retinal Reprogrammability,4x4KBPy2kCkaDbBxvlRcTf,0.000547,0.316,0.925,9,-4.773,1,0.102,0.158,0.765,0.514,138.346,212250,4
Lamb of God,Ashes Of The Wake,Laid to Rest,0lCwaZYSRy6q0jLmnYiQxi,0.000216,0.359,0.959,1,-3.685,1,0.104,0.00343,0.435,0.158,103.038,230227,3
Serpentine Dominion,Serpentine Dominion,Vanquished Unto Thee,45gDXrZZ86ANWcDPpXgaVp,0.000158,0.43,0.984,1,-3.28,0,0.162,0.00977,0.496,0.0912,115.189,174196,4
Serpentine Dominion,Serpentine Dominion,"Divide, Conquer, Burn, And Destroy",0ddi4FSAsZsVqYKCEhrW6s,0.000345,0.506,0.981,8,-3.916,1,0.199,0.264,0.335,0.175,119.968,156344,3
Serpentine Dominion,Serpentine Dominion,Sovereign Hate,4kZZmRI6hmlMiwxmiJvw47,0.000255,0.243,0.987,2,-4.244,1,0.124,0.0358,0.0998,0.078,114.745,223518,3
Serpentine Dominion,Serpentine Dominion,On the Brink of Devastation,2Zz3FVXIHZGw2Zt1b5KbxW,0.000202,0.235,0.985,0,-3.901,0,0.214,0.0124,0.384,0.0843,99.576,159596,3
Serpentine Dominion,Serpentine Dominion,Jagged Cross Legions,1hf5Zj4X5C1dA2gnYXY488,0.000518,0.269,0.987,2,-3.611,1,0.18,0.0871,0.699,0.0974,113.686,208145,4
Serpentine Dominion,Serpentine Dominion,This Endless War,1Um6NLPG0YEcgfJZAe0BMP,8.48e-05,0.244,0.977,3,-3.751,1,0.109,0.0267,0.299,0.0394,120.261,278184,3
Textures,Silhouettes,Laments Of An Icarus,7oywzBYcUg59unfSqa1D3Y,0.000517,0.219,0.993,6,-3.625,0,0.207,0.0,0.0698,0.203,144.825,252453,4
Wintersun,Wintersun,Beautiful death,1ppyckvVrnmrAE4HlwLZHR,5.24e-05,0.174,0.84,0,-7.319,0,0.0537,0.549,0.409,0.0562,95.053,496400,3
Chamber Of Malice,ZEROTWENTYEIGHTHATE,028 Hate,3KWrC3SPmV1VBpypRG8Ewh,0.000187,0.334,0.936,10,-4.067,0,0.151,0.831,0.269,0.191,109.763,212160,4
Dark Sermon,In Tongues,Forfeit II: Worn Thin,4AQCJ8G8FICBdDwGVqL1Sy,0.000141,0.26,0.956,6,-4.115,1,0.102,0.451,0.0954,0.132,113.475,249067,4
Dark Sermon,In Tongues,Forfeit I: The Crooked Quill,2WrokCzRsk7t0ZbLF2zhDm,0.0109,0.288,0.966,6,-3.65,1,0.108,0.0497,0.162,0.0703,108.466,257693,4
Dark Sermon,The Oracle,Starve,1Y0D6t6UmiVmgeT3RbHJkK,1.21e-05,0.193,0.904,6,-4.953,0,0.0814,0.853,0.259,0.222,126.196,274118,1
Dark Sermon,The Oracle,The Myth of Sanity,4kYKdU5ki6ZRur6tTVoVmK,2.6e-05,0.129,0.931,6,-5.803,1,0.0902,0.908,0.31,0.112,94.019,339919,4
Dark Sermon,In Tongues,Hounds,2RxhOMNS0WktM0ST6LpzQd,0.000222,0.239,0.989,11,-4.11,1,0.151,0.795,0.105,0.0659,108.772,240067,4
Demolition Hammer,Epidemic Of Violence,Human Dissection,2SbuCIni6GQsd6KGCswrdw,1.65e-06,0.339,0.97,10,-6.497,0,0.14,0.893,0.103,0.481,96.504,307067,4
The Mountain Man,Bloodlust,Open Graves,72FO7eOswsKicO3muiSNgd,8.31e-06,0.26,0.972,4,-5.09,1,0.222,0.00649,0.16,0.244,109.388,261665,1
The Mountain Man,Bloodlust,Bloodlust,31BkxsjsTJmJwTnuj63P0B,2.61e-06,0.347,0.994,4,-4.403,1,0.244,0.21,0.39,0.199,185.108,253241,4
The Mountain Man,Bloodlust,Backhand of God,3jdd6FUvBbBMVWi21iXdr5,1.88e-05,0.474,0.737,4,-5.45,1,0.0453,9.93e-05,0.239,0.159,115.213,260837,4
The Mountain Man,Bloodlust,The Great Decay,3yowKXemut5DqLJ5p1cjDq,2.71e-06,0.225,0.951,9,-5.125,1,0.1,0.00339,0.06,0.3,109.653,242862,4
The Mountain Man,Bloodlust,Ghost,5PzVCSChekiYGrUkFfU1OZ,6.34e-06,0.159,0.964,4,-5.528,1,0.175,4.5e-06,0.173,0.42,179.873,245090,4
Hopelezz,Sent to Destroy,From Deep Inside,4wA0YXB6T5Xuu7ipGO30w2,0.000321,0.45,0.965,8,-3.945,1,0.0621,0.145,0.0577,0.199,112.986,265437,4
Hopelezz,Sent to Destroy,Struggle for Life,5HNqq0rzx5lr2cxLLUi4rg,0.00282,0.272,0.976,0,-4.552,0,0.14,0.033,0.38,0.165,199.748,234855,4
Carnifex,Dead In My Arms,Lie To My Face,2NVQbNEmJ0ZVulQOpWa0PD,3.72e-06,0.199,0.994,1,-3.773,0,0.19,0.893,0.263,0.0624,110.713,181253,4
Bloodred Hourglass,Where The Oceans Burn,Valkyrie,6BwcEv5M5WSQKJKJ2qkxWN,1.38e-05,0.283,0.974,8,-4.412,1,0.128,0.00011,0.399,0.134,195.861,229120,4
Katalepsy,Autopsychosis,Cold Flesh Citadel,3Nhqrvlb2bEUhbREtd7kpe,0.000299,0.224,0.965,9,-2.966,1,0.132,0.373,0.284,0.217,95.015,221867,4
Kataklysm,Best Of,At the Edge of the World,14vs5y7FkFfqeTVfVTtljM,4.14e-06,0.417,0.97,11,-3.637,1,0.0795,0.673,0.105,0.263,180.091,239347,4
Carnal Decay,No Sequel / Freed from the Leash,Freed from the Leash,5DBAfCCn5oVFJhGLVTk4d9,1.69e-05,0.303,0.924,7,-4.206,1,0.0941,0.917,0.15,0.36,124.293,210160,3
Fit For An Autopsy,Heads Will Hang,Heads Will Hang,6rZBnUMewbIDvTx2IRB1RV,6.26e-05,0.47,0.968,2,-3.195,0,0.0509,1.24e-05,0.0369,0.127,90.027,253187,4
Analepsy,Atrocities from Beyond,Witnesses of Extinction,2mf9N4TDjalaPMubR3OJyO,8.66e-06,0.541,0.982,11,-3.562,1,0.127,0.762,0.225,0.168,113.353,180882,4
Abhorrent Decimation,Miasmic Mutation,Miasmic Mutation,6MrvpMrzGq023ctekbOM4s,0.000151,0.442,0.902,1,-4.749,1,0.0816,0.0644,0.157,0.0798,96.748,273237,3
Shadows Fall,The War Within,The Light That Blinds,2fnbCZHLXyrSdWhaRlBwQP,4.8e-05,0.427,0.938,10,-3.828,0,0.0706,0.00133,0.079,0.502,181.91,298333,4
Acrania,The Beginning of the End,The Beginning,2UqEVNQ4AvoMtNK06pd3Tv,2.64e-05,0.617,0.83,6,-3.275,1,0.117,0.926,0.132,0.274,129.999,95091,4
Acrania,The Beginning of the End,Auctioneer of Depravity,0m7L1OzqW3jgElGoekQT1r,0.00223,0.314,0.99,11,-3.036,0,0.276,0.0321,0.203,0.0967,134.942,226883,3
Acrania,The Beginning of the End,The Depopulation Programme,5mRm9UtAYU03DtmupfYUrY,0.00479,0.328,0.983,6,-3.543,1,0.234,0.0208,0.165,0.13,101.687,221134,4
Acrania,The Beginning of the End,Dimensional Molecular Transcendence,2FY9ZL9JwhGXJZ4agyxnwf,0.00233,0.588,0.988,0,-2.886,1,0.163,0.0678,0.339,0.15,119.936,225549,4
Acrania,The Beginning of the End,A Trophy of Corporate Disfigurement,6zatdpaYWgskcTgl7unT0T,7.38e-05,0.223,0.96,10,-2.138,0,0.128,0.707,0.299,0.0593,110.602,250268,4
King of Asgard,Fi'mbulvntr,Einharjar,0zxh8RyOVBL0sDvB8ytDY1,1.5e-06,0.164,0.956,8,-5.618,0,0.0561,0.0128,0.148,0.235,175.515,269760,3
Amon Amarth,Once Sent From The Golden Hall,The Dragons' Flight Across The Waves,5bj5Nqllm7WhFPQ18yQX65,3.15e-06,0.236,0.993,8,-5.335,1,0.205,0.00117,0.134,0.0357,150.32,273800,4
Amon Amarth,Twilight Of The Thunder God,Free Will Sacrifice,0FLN9WgDBztKtKNv0oeprJ,4.49e-05,0.389,0.991,4,-5.155,1,0.0667,0.106,0.184,0.385,171.072,248747,4
Amon Amarth,With Oden On Our Side,Runes To My Memory,1kevNQF47RA24IRdyfwZO3,5.25e-05,0.479,0.99,7,-3.578,1,0.0936,0.0854,0.332,0.0373,125.989,272693,4
Amon Amarth,Vs The World,Versus The World,4KlPO9wu9t2FE66Qr4XXdu,1.88e-06,0.449,0.978,3,-4.418,0,0.181,0.792,0.0853,0.0753,131.96,321347,4
Amon Amarth,Surtur Rising,Slaves of Fear,1zaDy2wLDma4FKMrTBaM5K,2.18e-05,0.328,0.982,11,-5.737,1,0.0763,0.00315,0.304,0.211,196.01,265067,4
Infant Annihilator,The Elysian Grandeval Galèriarch,Unholy Gravebirth,16A8guDmx9hibgSPEWSMzs,0.000214,0.183,0.989,6,-3.881,1,0.406,0.906,0.317,0.0397,87.474,288085,4
Infant Annihilator,The Elysian Grandeval Galèriarch,Crucifilth,5ltUIsUC0ELJaIyjymCvgd,2.79e-05,0.216,0.966,3,-2.386,0,0.198,0.899,0.425,0.236,93.067,295030,3
Infant Annihilator,The Elysian Grandeval Galèriarch,Motherless Miscarriage,5JV4pZybHQbHJIVMqhA9Ef,0.00592,0.271,0.882,0,-5.108,1,0.241,0.0302,0.87,0.114,92.222,138316,3
Infant Annihilator,The Elysian Grandeval Galèriarch,"Baptised, Bastardised, Sodomised.",2nRZanRtKsZk20bGoqpvHf,5.16e-06,0.292,0.961,1,-2.909,0,0.13,0.932,0.185,0.147,155.114,263442,5
Infant Annihilator,The Elysian Grandeval Galèriarch,"Behold the Kingdom of the Wretched Undying (feat. Tyler Shelton, Bryan Long, Dillon Becker & Chris Whited)",1hFsJwTXIH0tRg0oX0xkdu,3.28e-05,0.194,0.972,1,-3.038,0,0.342,0.476,0.0732,0.117,78.484,1060186,4
Infant Annihilator,The Elysian Grandeval Galèriarch,Soil the Stillborn,4vWB3h09KFwuS62Ex7NllR,7.94e-06,0.236,0.981,6,-2.635,1,0.299,0.874,0.325,0.134,160.114,239696,4
Infant Annihilator,The Elysian Grandeval Galèriarch,Paedophilic Ultimatum,6XLxcX45sefSal05DPgmNt,5.77e-05,0.324,0.838,1,-4.611,0,0.119,0.835,0.0879,0.143,65.718,70416,4
Infant Annihilator,The Elysian Grandeval Galèriarch,Neutered in Utero,2Uk5xmMtDbZB2PlDRel3Yy,1.72e-05,0.276,0.968,11,-3.079,0,0.341,0.923,0.663,0.0654,117.777,286570,4
Infant Annihilator,The Elysian Grandeval Galèriarch,Pelt of Innocent Flesh,7fcXZ483JrBaulUMlqDmRf,3.67e-05,0.279,0.98,11,-2.711,1,0.253,0.857,0.0915,0.104,119.662,424911,4
Infant Annihilator,The Elysian Grandeval Galèriarch,Blasphemian,3fKeB6lVdwe6rUT2mnLo08,0.000407,0.176,0.953,10,-3.418,0,0.314,0.834,0.088,0.0395,80.476,444705,4
Infant Annihilator,The Elysian Grandeval Galèriarch,Neonatalimpalionecrophiliation,6sI9Zd5P0aL0dENCcmWqcu,0.000122,0.0,0.566,4,-3.294,1,0.0,0.896,0.178,0.0,0.0,11811,0
Dying Fetus,Panic Amongst the Herd - Single,Panic Amongst the Herd,0T7Lu42vVjKtw2emJhtFwX,0.00313,0.333,0.938,6,-6.851,0,0.18,0.703,0.436,0.384,117.391,198750,4
Kataklysm,Serenity in fire,The Ambassador of Pain,1kZTvSAi3W9VMjUOZHHbUK,9.74e-05,0.493,0.948,7,-3.389,1,0.215,0.01,0.101,0.139,108.025,153707,3
Analepsy,Atrocities from Beyond,Apocalyptic Premonition,0zaoWmsdB5KOk66yrQl6BF,3.15e-05,0.51,0.988,6,-4.151,1,0.128,0.758,0.355,0.18,140.033,205603,4
Dying Fetus,Wrong One to Fuck With,Reveling in the Abyss,4umNSf3NGg6UO5Vtahq8eV,0.0052,0.327,0.956,6,-6.229,0,0.141,0.808,0.311,0.429,120.227,389500,4
Dying Fetus,Wrong One to Fuck With,Seething with Disdain,0fOWiq3wEx8bkg06iDNe4F,0.00108,0.34,0.939,2,-6.055,1,0.0863,0.813,0.18,0.63,115.89,333000,4
Until We Die,Before the Decay of Time (Deluxe Edition),Distorting of Perception,0dtO8YqN51tcJosKgU8Z0Q,0.000168,0.406,0.936,2,-4.564,0,0.11,0.242,0.062,0.251,139.922,180872,4
Cytotoxin,Gamaggeddon,Radiatus Generis,0ymes871MrfmYBpcms6sFi,8.37e-06,0.28,0.957,1,-3.622,1,0.0835,0.903,0.227,0.259,132.502,255320,4
Broken Hope,Mutilated and Assimilated,Mutilated and Assimilated,01omnjyGXUeLD32W7VMxpD,5.51e-05,0.209,0.951,2,-7.528,1,0.195,0.911,0.161,0.0891,91.384,211151,4
The Black Dahlia Murder,Nightbringers,Widowmaker,77ZxhaxW6hMrhNDMCM3YOX,9.45e-06,0.432,0.983,0,-5.363,1,0.111,0.0529,0.0932,0.0747,105.037,201213,3
The Black Dahlia Murder,Nightbringers,"Of God and Serpent, Of Spectre and Snake",4vydK9AtCXzT5OsOecR7Jd,2.84e-06,0.443,0.995,7,-4.758,1,0.16,0.00468,0.358,0.0522,111.967,229253,4
The Black Dahlia Murder,Nightbringers,Matriarch,2MFc3B3KOfeNQFsvAZuJIM,6.28e-06,0.502,0.997,1,-4.361,1,0.139,0.157,0.352,0.222,120.019,204013,4
The Black Dahlia Murder,Nightbringers,Nightbringers,2lR3REI1dq2Q64d9yeaaGN,5.99e-06,0.448,0.977,10,-4.325,0,0.0797,0.00416,0.24,0.121,97.583,215707,4
The Black Dahlia Murder,Nightbringers,Jars,6QrXguWSD4roT6zZhYbu3T,2.93e-06,0.437,0.994,7,-4.068,1,0.174,0.479,0.0653,0.0998,110.075,217320,4
The Black Dahlia Murder,Nightbringers,Kings of the Nightworld,4jKO9bRVCZpXy66xFeKBzP,5.3e-06,0.341,0.988,8,-3.916,1,0.104,0.269,0.305,0.361,169.973,193467,4
The Black Dahlia Murder,Nightbringers,Catacomb Hecatomb,0Ga73N1P8W1YnqouOUAL9D,1.36e-05,0.422,0.996,0,-4.668,1,0.159,0.000451,0.3,0.0681,115.966,217120,4
The Black Dahlia Murder,Nightbringers,As Good as Dead,4viyIXxGiBHGVB92z8XXUV,1.77e-06,0.422,0.993,0,-3.895,1,0.0937,0.047,0.299,0.105,100.046,214947,4
The Black Dahlia Murder,Nightbringers,The Lonely Deceased,3WWTDcORoILuQZ4HBSWe7i,1.06e-05,0.206,0.983,5,-5.132,0,0.163,0.147,0.261,0.0671,180.147,306347,3
Cannibal Grandpa,Septum Signa Inferno,Kingdom Under Your Feet (feat. Jose Manuel Tts),09Yp7DXFsNIT250hNrhsJC,0.00017,0.205,0.871,1,-6.584,1,0.109,0.839,0.381,0.279,199.786,256482,3
Fleshmeadow,Umbra,A Vexing Mural,6C1BSJGLc68bCQGmIwvI0I,3.86e-05,0.484,0.922,5,-5.565,1,0.0904,0.856,0.494,0.0723,121.525,316045,4
Six Feet Under,Death Rituals,Seed Of Filth,1o7lwSoH4RuByrlxTgj7qB,0.00714,0.425,0.837,7,-5.825,1,0.0337,0.721,0.084,0.525,95.006,297613,4
Acranius,When Mutation Becomes Homicidal,Life Sustainment To Continue Mutilation,2RAtlv93O7sJcoDSklh9WM,5.02e-06,0.28,0.842,5,-4.652,1,0.107,0.901,0.0963,0.359,154.389,196613,3
Children Of Bodom,I Worship Chaos,I Worship Chaos,1TkMTWXNGHQO6LdEYlAl64,5.36e-05,0.334,0.978,3,-5.801,0,0.0671,9.1e-06,0.776,0.612,188.033,219933,4
Austrian Death Machine,Total Brutal,"If It Bleeds, We Can Kill It",4NjOzjILlsFb7hJaZjVvAg,6.14e-05,0.504,0.938,9,-3.945,1,0.0676,0.00267,0.145,0.258,94.778,222707,4
Austrian Death Machine,Double Brutal,"I Need Your Clothes, Your Boots, and Your Motorcycle (from Terminator 2)",2RXOrb3pYET3xKjTNjDEdl,3.91e-05,0.338,0.972,6,-4.1,1,0.162,3.31e-05,0.293,0.52,90.937,233747,4
Skulldrain,Hatred Rising,White Phosphorus Bombings,2vC9lymFNz11WC2wdFWlwT,2.38e-06,0.449,0.966,2,-5.09,1,0.0785,0.00643,0.345,0.276,139.902,204438,4
Destruction,Thrash Anthems,Curse the Gods,0ptyB7zQ0J1uqein1X1E8I,1.68e-06,0.299,0.991,7,-3.061,1,0.0889,0.659,0.0745,0.503,102.998,316453,4
Autopsy,Shitfun,Charred Remains,51bldDSed9m6Raj2BtRePR,2.02e-06,0.217,0.905,2,-8.619,1,0.0607,0.449,0.2,0.232,110.31,220333,4
Mayhem,Esoteric Warfare,Watchers,09WTaYjud5bJgKFGWEPlmn,0.00173,0.381,0.967,6,-6.305,0,0.0882,0.519,0.387,0.119,124.972,379147,4
Deserted Fear,The Carnage,The Carnage,1vXJJNYhzZSl88bcBtPHp6,6.87e-06,0.414,0.944,11,-5.716,0,0.0557,0.694,0.155,0.26,160.056,232800,4
Black Therapy,"In the Embrace of Sorrow, I Smile",Stabbed,3bOhqGo8LZoZPnniBQyrEJ,2.63e-05,0.217,0.991,8,-3.343,1,0.126,0.0132,0.389,0.0741,195.062,258000,3
The Black Dahlia Murder,Ritual,A Shrine to Madness,0VEk1PEMmFPb0dwoAK30sk,0.00025,0.449,0.947,7,-6.929,1,0.265,0.225,0.18,0.0379,112.462,280973,3
The Black Dahlia Murder,Ritual,Malenchantments of the Necrosphere,5Pa7ItkLWxDeVejuXWwW4A,0.00106,0.581,0.935,7,-5.482,1,0.0652,0.108,0.187,0.306,95.002,258093,4
Era of Discord,Terra Imperium,Our Misconception,5lgLPhrOQRDZIVCLj4W3JG,0.00625,0.292,0.979,6,-5.07,1,0.259,0.818,0.1,0.122,142.645,347387,4
Cenotaph,Perverse Dehumanized Dysfunctions,Rancid Gluttonous Morbid Obesity,1uqTgkgdbf9Lf0f2b0lmcc,0.000119,0.437,0.999,1,-3.574,1,0.21,0.947,0.234,0.0384,114.997,221615,4
Beheaded,Beast Incarnate,Beast Incarnate,798S53q8plGkyCIl4ENu2O,3.58e-06,0.404,0.925,9,-4.565,1,0.0764,0.0361,0.287,0.152,102.546,261947,3
Putridity,Degenerating Anthropophagical Euphoria,Cannibalistic Postclimax Flesh Consumption,4QI6fHxTBSTDPss3YfAswW,1.28e-05,0.398,0.935,11,-4.457,0,0.169,0.873,0.693,0.429,139.955,158174,4
Suffocation,Suffocation,Bind Torture Kill,7tMOs3uYmMQ10qz5fL4Aly,9.15e-06,0.383,0.993,11,-6.09,1,0.153,0.308,0.118,0.169,107.087,343533,4
Lamb of God,Hourglass - Volume I - The Underground Years,Black Label,56Wlof9w3EInKlBhJSbdBY,2.79e-05,0.293,0.954,2,-5.582,1,0.0744,0.729,0.314,0.32,158.238,292133,3
Logistic Slaughter,Corrosive Ethics,Cathartic Killing,1VmnZlKAkKeddTWSlcWoC7,0.00139,0.262,0.983,1,-1.858,1,0.227,0.737,0.346,0.134,152.546,190624,4
Logistic Slaughter,Corrosive Ethics,A Horrendous Epiphany,2WLXb4jxPqmFsrWmRJVQSg,0.0045,0.329,0.961,11,-2.086,0,0.166,0.707,0.138,0.295,106.157,168547,3
Logistic Slaughter,Corrosive Ethics,Inherently Vile,6yiufa9AoYMX0WjKGIFnrY,0.00663,0.307,0.941,0,-2.742,1,0.18,0.821,0.351,0.0995,135.969,291584,4
Narcotic Wasteland,Delirium Tremens,Introspective Nightmares,3QqeLRO41T26FZHC5dOa9b,3.75e-06,0.523,0.894,0,-5.025,1,0.0533,0.807,0.182,0.16,120.764,296764,3
Devourment,Conceived in Sewage,Fifty Ton War Machine,5CpAAbNdJ5CCyryja611TF,0.000208,0.234,0.963,1,-5.509,1,0.174,0.861,0.0837,0.183,174.991,256867,4
Septic Congestion,Souls to Consume,Necrotize Tissue to Evovle Mutation,7qE6uezNUABHj1oPuMOD76,1.29e-05,0.196,0.954,10,-4.819,0,0.127,0.842,0.189,0.257,179.9,283301,4
In Reverence,The Selected Breed,Jahiliah,5O0RsTbZqqHOgJGqtoiZkd,0.00077,0.42,0.982,4,-8.123,1,0.0988,0.127,0.107,0.0357,100.013,259776,4
Acranius,When Mutation Becomes Homicidal,The Echo Of Her Cracking Chest,5byLl0KghNqlL320jhuWo7,2.23e-06,0.28,0.937,0,-4.668,0,0.119,0.895,0.0712,0.152,111.827,179507,3
Pyaemia,Cerebral Cereal,Impaled on Stakes,5YtijXw6d7UeFPlnGxgVvP,0.00197,0.31,0.823,10,-10.668,0,0.0588,0.948,0.162,0.318,127.284,281653,4
Incantation,Onward To Golgotha,Devoured Death,0pgOBcrcBjvgTVQVyW2azU,0.0365,0.147,0.888,1,-7.072,1,0.0792,0.969,0.477,0.244,172.864,139467,4
Incantation,Onward To Golgotha,Blasphemous Cremation,6W5acYDSA5ewskna9UNBxD,0.00827,0.112,0.906,1,-6.954,1,0.0784,0.916,0.549,0.249,170.057,264360,3
Incantation,Profane Nexus,Muse,2KXy8qUuV7xyVfx3zNfV4a,4.39e-06,0.175,0.947,1,-6.254,1,0.0878,0.83,0.126,0.0635,150.034,311348,3
Tragacanth,The Journey of a Man,Bargaining: Will You Answer Me?,2VaHdEdfYMhCVphxwcWwqk,4.01e-05,0.485,0.947,1,-8.897,1,0.0724,0.564,0.103,0.043,119.969,276456,4
Gojira,The Way of all Flesh,ESOTERIC SURGERY,70W08GzuWzxIGe8sC1Noso,7.35e-05,0.289,0.969,0,-4.551,0,0.123,0.121,0.11,0.0385,95.641,344747,4
Gojira,The Way of all Flesh,ADORATION FOR NONE (feat. Randy Blythe),4yhOLVAclff5xbgGCLNQ48,2.38e-05,0.191,0.955,8,-4.25,1,0.118,0.000328,0.336,0.121,83.574,379800,4
Annihilist,Vol. 1,Against the Wall,0i0JeSzPF9kOuORr1bwQ7H,7.7e-05,0.474,0.975,0,-4.365,0,0.143,0.038,0.333,0.109,134.958,365333,4
Annihilist,Vol. 1,Solace in Suffering,17o1X4GgL6tb6ZKK6idrdQ,4.55e-05,0.551,0.949,0,-3.108,0,0.0453,0.833,0.115,0.18,123.015,409268,4
Annihilist,Vol. 1,Sink,0t6IP5OxFPhathZBQYgThN,0.000341,0.498,0.984,8,-3.054,1,0.155,0.106,0.137,0.118,127.049,323683,4
Annihilist,Vol. 1,Prevail,7p2tJvMJrQ4oggXIJwni7s,6.2e-05,0.511,0.966,1,-3.446,1,0.0995,0.0249,0.484,0.117,127.02,392598,4
Annihilist,Vol. 1,Echoes,26RJU4csbrxS4nOYqiANj5,0.981,0.336,0.0998,3,-21.597,1,0.0357,0.902,0.125,0.0692,71.873,105637,4
Annihilist,Vol. 1,Embers,7FBw2dxKoQUyrQdJsfUuuO,0.00156,0.278,0.969,0,-4.013,0,0.191,0.0185,0.354,0.0587,132.756,488615,4
Avatar,Hail The Apocalypse,Bloody Angel,3xLQP5vMUPyqBtppqthe6s,0.00372,0.428,0.848,11,-6.988,0,0.046,0.0305,0.111,0.228,90.95,364653,4
Avatar,The Black Waltz,Paint Me Red,39QV4taXCllNOzIk1Movek,2.25e-05,0.474,0.963,2,-3.241,1,0.0603,0.0172,0.0283,0.319,155.015,267040,4
The Black Dahlia Murder,Verminous,Verminous,5L00SssgkYwcf0kpeTglvW,2.77e-05,0.503,0.943,1,-7.368,1,0.156,0.86,0.806,0.199,115.02,229808,4
Lamb of God,Lamb of God,Memento Mori,1flcnqrtVKsluQXLEPfGJW,0.000151,0.317,0.985,2,-4.588,1,0.101,0.789,0.127,0.0483,123.008,348100,4
Lamb of God,Lamb of God,Checkmate,3xu91T5DMRDq72pDQU2tfN,3.67e-05,0.523,0.994,2,-3.593,1,0.0716,0.356,0.25,0.115,119.959,270508,4
Lamb of God,Lamb of God,Gears,15ecKqctCOhp8NBpoTVruA,1.14e-05,0.517,0.997,2,-3.063,1,0.108,0.705,0.304,0.127,134.993,235111,4
Lamb of God,Lamb of God,Reality Bath,1SaBfSeh8ifi4ru9X1rn7h,4.91e-05,0.401,0.986,2,-3.831,1,0.328,0.563,0.0868,0.122,199.947,272484,4
Lamb of God,Lamb of God,New Colossal Hate,5gwLD4lyU1WoYjJXtNRqBM,1.07e-05,0.377,0.995,2,-3.221,1,0.235,0.74,0.301,0.148,199.978,270746,3
Lamb of God,Lamb of God,Resurrection Man,520RXauS1LLY6sTUUOO7h4,1.71e-05,0.336,0.977,7,-3.998,1,0.15,0.514,0.0937,0.104,130.048,299557,4
Lamb of God,Lamb of God,Poison Dream (feat. Jamey Jasta),7nknbs4ejcGymtTLD4pC7K,4.31e-05,0.499,0.993,2,-2.773,1,0.0745,0.332,0.41,0.237,110.835,297714,4
Lamb of God,Lamb of God,Routes (feat. Chuck Billy),49PYxhy4lKsoKzEqIeS3xM,2.14e-05,0.385,0.988,2,-2.966,1,0.112,0.727,0.0332,0.359,180.067,184002,4
Lamb of God,Lamb of God,Bloodshot Eyes,0gPIlwRwezfkH1B5J2zDoT,2.33e-05,0.54,0.991,7,-3.115,1,0.0704,0.00329,0.337,0.189,116.012,237009,4
Lamb of God,Lamb of God,On The Hook,5PH3Hn7n5CEXdCffmPCvUZ,2.65e-05,0.444,0.997,2,-3.097,1,0.132,0.766,0.257,0.0454,110.991,270469,4
The Black Dahlia Murder,Verminous,Godlessly,1gjtjNTLDpK3cWq8TgoYqA,3.12e-06,0.5,0.977,1,-6.809,0,0.132,0.866,0.0982,0.12,124.124,207991,4
The Black Dahlia Murder,Verminous,Removal of the Oaken Stake,5NIJXJ2zyBv1btCzyStkWy,5.57e-06,0.396,0.969,8,-6.911,0,0.0953,0.897,0.153,0.18,89.382,265801,4
The Black Dahlia Murder,Verminous,Child of Night,54ZeB4NihIJugTgT3ZWcpj,3.26e-05,0.224,0.972,4,-7.148,1,0.148,0.681,0.0496,0.197,155.007,217901,3
The Black Dahlia Murder,Verminous,Sunless Empire,5YD0yWOfFxFkUu8yrmwJJd,2.16e-05,0.453,0.955,1,-6.765,1,0.0686,0.206,0.0683,0.146,91.531,237495,4
The Black Dahlia Murder,Verminous,The Leather Apron's Scorn,39YKGM5pmpO7ZoaOoIdk3z,1.06e-05,0.213,0.981,1,-7.345,1,0.136,0.682,0.567,0.139,150.415,213773,4
The Black Dahlia Murder,Verminous,How Very Dead,718pUFNu5hfot2TONlQkd7,5.9e-06,0.262,0.967,1,-6.361,1,0.13,0.131,0.0724,0.187,115.565,187396,4
The Black Dahlia Murder,Verminous,The Wereworm's Feast,3yqqwCHkKIutBGtAh28Kpi,4.42e-06,0.259,0.947,0,-6.899,1,0.0685,0.921,0.235,0.427,171.703,275949,4
